Position,First Name,Last Name,Team,Salary,Game
QB,Jameis,Winston,CLE,4200,CLE@BAL
QB,Bailey,Zappe,CLE,4200,CLE@BAL
QB,Dorian,Thompson-Robinson,CLE,4200,CLE@BAL
QB,Josh,Johnson,BAL,4200,CLE@BAL
QB,Lamar,Jackson,BAL,8000,CLE@BAL
QB,Tim,Boyle,NYG,4200,NYG@PHI
QB,Drew,Lock,NYG,5000,NYG@PHI
QB,Tommy,DeVito,NYG,4200,NYG@PHI
QB,Jalen,Hurts,PHI,7200,NYG@PHI
QB,Kenny,Pickett,PHI,4200,NYG@PHI
QB,Tanner,McKee,PHI,4200,NYG@PHI
QB,Ian,Book,PHI,4200,NYG@PHI
QB,Tyson,Bagent,CHI,4200,CHI@GB
QB,Caleb,Williams,CHI,5000,CHI@GB
QB,Jordan,Love,GB,5600,CHI@GB
QB,Malik,Willis,GB,4200,CHI@GB
QB,Andy,Dalton,CAR,4200,CAR@ATL
QB,Bryce,Young,CAR,5200,CAR@ATL
QB,Kirk,Cousins,ATL,4200,CAR@ATL
QB,Michael,Penix Jr.,ATL,4600,CAR@ATL
QB,Jack,Plummer,CAR,4200,CAR@ATL
QB,Derek,Carr,NO,4200,NO@TB
QB,Jake,Haener,NO,4200,NO@TB
QB,Spencer,Rattler,NO,4200,NO@TB
QB,Baker,Mayfield,TB,7600,NO@TB
QB,Kyle,Trask,TB,4200,NO@TB
QB,Michael,Pratt,TB,4200,NO@TB
QB,Marcus,Mariota,WAS,4200,WAS@DAL
QB,Jeff,Driskel,WAS,4200,WAS@DAL
QB,Jayden,Daniels,WAS,7600,WAS@DAL
QB,Cooper,Rush,DAL,4800,WAS@DAL
QB,Trey,Lance,DAL,4200,WAS@DAL
QB,Carson,Wentz,KC,4400,KC@DEN
QB,Patrick,Mahomes,KC,6400,KC@DEN
QB,Jarrett,Stidham,DEN,4200,KC@DEN
QB,Zach,Wilson,DEN,4200,KC@DEN
QB,Bo,Nix,DEN,6200,KC@DEN
QB,C.J.,Beathard,JAC,4200,JAC@IND
QB,Mac,Jones,JAC,5200,JAC@IND
QB,Joe,Flacco,IND,4200,JAC@IND
QB,Sam,Ehlinger,IND,4200,JAC@IND
QB,Anthony,Richardson,IND,5800,JAC@IND
QB,Brandon,Allen,SF,4200,SF@ARI
QB,Joshua,Dobbs,SF,4200,SF@ARI
QB,Brock,Purdy,SF,5400,SF@ARI
QB,Kyler,Murray,ARI,6000,SF@ARI
QB,Clayton,Tune,ARI,4200,SF@ARI
QB,Nick,Mullens,MIN,4200,MIN@DET
QB,Sam,Darnold,MIN,6600,MIN@DET
QB,Brett,Rypien,MIN,4200,MIN@DET
QB,Jared,Goff,DET,6600,MIN@DET
QB,Hendon,Hooker,DET,4200,MIN@DET
QB,Teddy,Bridgewater,DET,4200,MIN@DET
QB,Davis,Mills,HOU,4200,HOU@TEN
QB,C.J.,Stroud,HOU,4600,HOU@TEN
QB,Mason,Rudolph,TEN,5200,HOU@TEN
QB,Will,Levis,TEN,4200,HOU@TEN
QB,Tua,Tagovailoa,MIA,5600,MIA@NYJ
QB,Tyler,Huntley,MIA,4600,MIA@NYJ
QB,Aaron,Rodgers,NYJ,5000,MIA@NYJ
QB,Tyrod,Taylor,NYJ,4200,MIA@NYJ
QB,Skylar,Thompson,MIA,4200,MIA@NYJ
QB,Mitchell,Trubisky,BUF,4600,BUF@NE
QB,Josh,Allen,BUF,7800,BUF@NE
QB,Jacoby,Brissett,NE,4200,BUF@NE
QB,Drake,Maye,NE,5400,BUF@NE
QB,Joe,Milton III,NE,4200,BUF@NE
QB,Geno,Smith,SEA,5000,SEA@LA
QB,Sam,Howell,SEA,4200,SEA@LA
QB,Matthew,Stafford,LA,4800,SEA@LA
QB,Jimmy,Garoppolo,LA,4200,SEA@LA
QB,Stetson,Bennett,LA,4200,SEA@LA
QB,Jaren,Hall,SEA,4200,SEA@LA
QB,Jake,Browning,CIN,4200,CIN@PIT
QB,Joe,Burrow,CIN,7600,CIN@PIT
QB,Russell,Wilson,PIT,5800,CIN@PIT
QB,Kyle,Allen,PIT,4200,CIN@PIT
QB,Justin,Fields,PIT,4200,CIN@PIT
QB,Taylor,Heinicke,LAC,4200,LAC@LV
QB,Easton,Stick,LAC,4200,LAC@LV
QB,Justin,Herbert,LAC,6200,LAC@LV
QB,Desmond,Ridder,LV,4200,LAC@LV
QB,Aidan,O'Connell,LV,4800,LAC@LV
QB,Carter,Bradley,LV,4200,LAC@LV
RB,D'Onta,Foreman,CLE,2200,CLE@BAL
RB,Pierre,Strong Jr.,CLE,2200,CLE@BAL
RB,Jerome,Ford,CLE,4600,CLE@BAL
RB,Derrick,Henry,BAL,7600,CLE@BAL
RB,Patrick,Ricard,BAL,2200,CLE@BAL
RB,Justice,Hill,BAL,3400,CLE@BAL
RB,Keaton,Mitchell,BAL,2200,CLE@BAL
RB,Rasheen,Ali,BAL,2200,CLE@BAL
RB,Devin,Singletary,NYG,2200,NYG@PHI
RB,Eric,Gray,NYG,2200,NYG@PHI
RB,Tyrone,Tracy Jr.,NYG,5400,NYG@PHI
RB,Saquon,Barkley,PHI,8200,NYG@PHI
RB,Kenneth,Gainwell,PHI,2200,NYG@PHI
RB,Will,Shipley,PHI,2200,NYG@PHI
RB,Tyrion,Davis-Price,PHI,2200,NYG@PHI
RB,Travis,Homer,CHI,2200,CHI@GB
RB,D'Andre,Swift,CHI,4400,CHI@GB
RB,Darrynton,Evans,CHI,2200,CHI@GB
RB,Roschon,Johnson,CHI,2200,CHI@GB
RB,Josh,Jacobs,GB,6800,CHI@GB
RB,Chris,Brooks,GB,2200,CHI@GB
RB,Emanuel,Wilson,GB,2200,CHI@GB
RB,MarShawn,Lloyd,GB,2200,CHI@GB
RB,Chuba,Hubbard,CAR,3600,CAR@ATL
RB,Raheem,Blackshear,CAR,2200,CAR@ATL
RB,Avery,Williams,ATL,2200,CAR@ATL
RB,Tyler,Allgeier,ATL,2800,CAR@ATL
RB,Bijan,Robinson,ATL,8000,CAR@ATL
RB,Robert,Burns,ATL,2200,CAR@ATL
RB,Carlos,Washington Jr.,ATL,2200,CAR@ATL
RB,Mike,Boone,CAR,2200,CAR@ATL
RB,Miles,Sanders,CAR,3800,CAR@ATL
RB,Alvin,Kamara,NO,6000,NO@TB
RB,Jamaal,Williams,NO,2200,NO@TB
RB,Adam,Prentice,NO,2200,NO@TB
RB,Kendre,Miller,NO,2800,NO@TB
RB,Jordan,Mims,NO,2200,NO@TB
RB,Rachaad,White,TB,5000,NO@TB
RB,Sean,Tucker,TB,2200,NO@TB
RB,Bucky,Irving,TB,6800,NO@TB
RB,Clyde,Edwards-Helaire,NO,2200,NO@TB
RB,Jeremy,McNichols,WAS,2200,WAS@DAL
RB,Brian,Robinson Jr.,WAS,5200,WAS@DAL
RB,Chris,Rodriguez Jr.,WAS,2200,WAS@DAL
RB,Ezekiel,Elliott,DAL,2200,WAS@DAL
RB,Rico,Dowdle,DAL,5800,WAS@DAL
RB,Deuce,Vaughn,DAL,2200,WAS@DAL
RB,Hunter,Luepke,DAL,2200,WAS@DAL
RB,Austin,Ekeler,WAS,4200,WAS@DAL
RB,Kareem,Hunt,KC,4600,KC@DEN
RB,Samaje,Perine,KC,2200,KC@DEN
RB,Isiah,Pacheco,KC,3200,KC@DEN
RB,Carson,Steele,KC,2200,KC@DEN
RB,Michael,Burton,DEN,2200,KC@DEN
RB,Javonte,Williams,DEN,2800,KC@DEN
RB,Jaleel,McLaughlin,DEN,3000,KC@DEN
RB,Audric,Estime,DEN,2200,KC@DEN
RB,Blake,Watson,DEN,2200,KC@DEN
RB,Tyler,Badie,DEN,2200,KC@DEN
RB,D'Ernest,Johnson,JAC,2200,JAC@IND
RB,Travis,Etienne Jr.,JAC,3600,JAC@IND
RB,Tank,Bigsby,JAC,4000,JAC@IND
RB,Keilan,Robinson,JAC,2200,JAC@IND
RB,Jonathan,Taylor,IND,7200,JAC@IND
RB,Trey,Sermon,IND,2200,JAC@IND
RB,Tyler,Goodson,IND,2200,JAC@IND
RB,Kyle,Juszczyk,SF,2200,SF@ARI
RB,Patrick,Taylor Jr.,SF,2200,SF@ARI
RB,Israel,Abanikanda,SF,2200,SF@ARI
RB,Isaac,Guerendo,SF,5000,SF@ARI
RB,James,Conner,ARI,6200,SF@ARI
RB,DeeJay,Dallas,ARI,2200,SF@ARI
RB,Trey,Benson,ARI,2200,SF@ARI
RB,Jordan,Mason,SF,4200,SF@ARI
RB,Michael,Carter,ARI,4200,SF@ARI
RB,C.J.,Ham,MIN,2200,MIN@DET
RB,Aaron,Jones Sr.,MIN,6400,MIN@DET
RB,Cam,Akers,MIN,2400,MIN@DET
RB,Ty,Chandler,MIN,2200,MIN@DET
RB,David,Montgomery,DET,3400,MIN@DET
RB,Craig,Reynolds,DET,2200,MIN@DET
RB,Jahmyr,Gibbs,DET,7800,MIN@DET
RB,Sione,Vaki,DET,2200,MIN@DET
RB,Joe,Mixon,HOU,6800,HOU@TEN
RB,Dare,Ogunbowale,HOU,2200,HOU@TEN
RB,Dameon,Pierce,HOU,2200,HOU@TEN
RB,Tony,Pollard,TEN,4800,HOU@TEN
RB,Joshua,Kelley,TEN,2200,HOU@TEN
RB,Julius,Chestnut,TEN,2200,HOU@TEN
RB,Tyjae,Spears,TEN,4800,HOU@TEN
RB,Raheem,Mostert,MIA,2600,MIA@NYJ
RB,Jeff,Wilson Jr.,MIA,2200,MIA@NYJ
RB,Alec,Ingold,MIA,2200,MIA@NYJ
RB,De'Von,Achane,MIA,6600,MIA@NYJ
RB,Jaylen,Wright,MIA,2200,MIA@NYJ
RB,Breece,Hall,NYJ,5800,MIA@NYJ
RB,Braelon,Allen,NYJ,2200,MIA@NYJ
RB,Isaiah,Davis,NYJ,2200,MIA@NYJ
RB,Ty,Johnson,BUF,2600,BUF@NE
RB,Reggie,Gilliam,BUF,2200,BUF@NE
RB,James,Cook,BUF,7000,BUF@NE
RB,Ray,Davis,BUF,2200,BUF@NE
RB,Antonio,Gibson,NE,3200,BUF@NE
RB,JaMycal,Hasty,NE,2200,BUF@NE
RB,Rhamondre,Stevenson,NE,4200,BUF@NE
RB,Terrell,Jennings,NE,2200,BUF@NE
RB,Kenneth,Walker III,SEA,2200,SEA@LA
RB,Zach,Charbonnet,SEA,5600,SEA@LA
RB,Kenny,McIntosh,SEA,2200,SEA@LA
RB,Kyren,Williams,LA,7200,SEA@LA
RB,Ronnie,Rivers,LA,2200,SEA@LA
RB,Blake,Corum,LA,2200,SEA@LA
RB,Cody,Schrader,LA,2200,SEA@LA
RB,George,Holani,SEA,2200,SEA@LA
RB,Trayveon,Williams,CIN,2200,CIN@PIT
RB,Khalil,Herbert,CIN,2200,CIN@PIT
RB,Chase,Brown,CIN,6600,CIN@PIT
RB,Cordarrelle,Patterson,PIT,2200,CIN@PIT
RB,Najee,Harris,PIT,4400,CIN@PIT
RB,Jaylen,Warren,PIT,4600,CIN@PIT
RB,Gus,Edwards,LAC,3600,LAC@LV
RB,Hassan,Haskins,LAC,2200,LAC@LV
RB,Scott,Matlock,LAC,2200,LAC@LV
RB,Kimani,Vidal,LAC,2200,LAC@LV
RB,Ameer,Abdullah,LV,5000,LAC@LV
RB,Alexander,Mattison,LV,3600,LAC@LV
RB,Dylan,Laube,LV,2200,LAC@LV
RB,Chris,Collier,LV,2200,LAC@LV
RB,J.K.,Dobbins,LAC,6000,LAC@LV
TE,David,Njoku,CLE,4200,CLE@BAL
TE,Jordan,Akins,CLE,2200,CLE@BAL
TE,Blake,Whiteheart,CLE,2200,CLE@BAL
TE,Mark,Andrews,BAL,4600,CLE@BAL
TE,Isaiah,Likely,BAL,3000,CLE@BAL
TE,Brenden,Bates,CLE,2200,CLE@BAL
TE,Charlie,Kolar,BAL,2200,CLE@BAL
TE,Geoff,Swaim,CLE,2200,CLE@BAL
TE,Chris,Manhertz,NYG,2200,NYG@PHI
TE,Greg,Dulcich,NYG,2200,NYG@PHI
TE,Daniel,Bellinger,NYG,2200,NYG@PHI
TE,C.J.,Uzomah,PHI,2200,NYG@PHI
TE,Grant,Calcaterra,PHI,2200,NYG@PHI
TE,E.J.,Jenkins,PHI,2200,NYG@PHI
TE,Dallas,Goedert,PHI,4000,NYG@PHI
TE,Marcedes,Lewis,CHI,2200,CHI@GB
TE,Gerald,Everett,CHI,2200,CHI@GB
TE,Cole,Kmet,CHI,2200,CHI@GB
TE,John,FitzPatrick,GB,2200,CHI@GB
TE,Tucker,Kraft,GB,3400,CHI@GB
TE,Ben,Sims,GB,2200,CHI@GB
TE,Luke,Musgrave,GB,2200,CHI@GB
TE,Stephen,Carlson,CHI,2200,CHI@GB
TE,Tommy,Tremble,CAR,2200,CAR@ATL
TE,Feleipe,Franks,CAR,2200,CAR@ATL
TE,Ja'Tavion,Sanders,CAR,2200,CAR@ATL
TE,Ross,Dwelley,ATL,2200,CAR@ATL
