Position,First Name,Last Name,Team,Salary,Game
QB,Jameis,Winston,CLE,4800,CLE@CIN
QB,Bailey,Zappe,CLE,4200,CLE@CIN
QB,Dorian,Thompson-Robinson,CLE,4200,CLE@CIN
QB,Jake,Browning,CIN,4200,CLE@CIN
QB,Joe,Burrow,CIN,7200,CLE@CIN
QB,Logan,Woodside,CIN,4200,CLE@CIN
QB,Davis,Mills,HOU,4200,HOU@KC
QB,C.J.,Stroud,HOU,5000,HOU@KC
QB,Carson,Wentz,KC,4200,HOU@KC
QB,Patrick,Mahomes,KC,5800,HOU@KC
QB,Russell,Wilson,PIT,5200,PIT@BAL
QB,Kyle,Allen,PIT,4200,PIT@BAL
QB,Justin,Fields,PIT,4200,PIT@BAL
QB,Josh,Johnson,BAL,4200,PIT@BAL
QB,Lamar,Jackson,BAL,7800,PIT@BAL
QB,Drew,Lock,NYG,4200,NYG@ATL
QB,Tommy,DeVito,NYG,4200,NYG@ATL
QB,Kirk,Cousins,ATL,4400,NYG@ATL
QB,Michael,Penix Jr.,ATL,4200,NYG@ATL
QB,Tim,Boyle,NYG,4200,NYG@ATL
QB,Jacoby,Brissett,NE,4200,NE@BUF
QB,Drake,Maye,NE,5000,NE@BUF
QB,Joe,Milton III,NE,4200,NE@BUF
QB,Mitchell,Trubisky,BUF,4200,NE@BUF
QB,Josh,Allen,BUF,8200,NE@BUF
QB,Mike,White,BUF,4200,NE@BUF
QB,Jared,Goff,DET,6400,DET@CHI
QB,Hendon,Hooker,DET,4200,DET@CHI
QB,Tyson,Bagent,CHI,4200,DET@CHI
QB,Caleb,Williams,CHI,5800,DET@CHI
QB,Mason,Rudolph,TEN,4200,TEN@IND
QB,Will,Levis,TEN,4200,TEN@IND
QB,Joe,Flacco,IND,4200,TEN@IND
QB,Sam,Ehlinger,IND,4200,TEN@IND
QB,Anthony,Richardson,IND,5400,TEN@IND
QB,Kyler,Murray,ARI,6200,ARI@CAR
QB,Clayton,Tune,ARI,4200,ARI@CAR
QB,Andy,Dalton,CAR,4200,ARI@CAR
QB,Bryce,Young,CAR,4600,ARI@CAR
QB,Jalen,Hurts,PHI,7400,PHI@WAS
QB,Kenny,Pickett,PHI,4200,PHI@WAS
QB,Tanner,McKee,PHI,4200,PHI@WAS
QB,Marcus,Mariota,WAS,4200,PHI@WAS
QB,Jeff,Driskel,WAS,4200,PHI@WAS
QB,Jayden,Daniels,WAS,6800,PHI@WAS
QB,Matthew,Stafford,LA,5200,LA@NYJ
QB,Jimmy,Garoppolo,LA,4200,LA@NYJ
QB,Stetson,Bennett,LA,4200,LA@NYJ
QB,Aaron,Rodgers,NYJ,5400,LA@NYJ
QB,Tyrod,Taylor,NYJ,4200,LA@NYJ
QB,Nick,Mullens,MIN,4200,MIN@SEA
QB,Sam,Darnold,MIN,6200,MIN@SEA
QB,Brett,Rypien,MIN,4200,MIN@SEA
QB,Geno,Smith,SEA,4800,MIN@SEA
QB,Sam,Howell,SEA,4200,MIN@SEA
QB,Jaren,Hall,SEA,4200,MIN@SEA
QB,Jarrett,Stidham,DEN,4200,DEN@LAC
QB,Zach,Wilson,DEN,4200,DEN@LAC
QB,Bo,Nix,DEN,5600,DEN@LAC
QB,Taylor,Heinicke,LAC,4200,DEN@LAC
QB,Easton,Stick,LAC,4200,DEN@LAC
QB,Justin,Herbert,LAC,5200,DEN@LAC
QB,C.J.,Beathard,JAC,4200,JAC@LV
QB,Mac,Jones,JAC,4800,JAC@LV
QB,Desmond,Ridder,LV,4200,JAC@LV
QB,Aidan,O'Connell,LV,4200,JAC@LV
QB,Carter,Bradley,LV,4200,JAC@LV
QB,Brandon,Allen,SF,4200,SF@MIA
QB,Joshua,Dobbs,SF,4200,SF@MIA
QB,Brock,Purdy,SF,5200,SF@MIA
QB,Tua,Tagovailoa,MIA,5600,SF@MIA
QB,Tyler,Huntley,MIA,4200,SF@MIA
QB,Baker,Mayfield,TB,6600,TB@DAL
QB,Kyle,Trask,TB,4200,TB@DAL
QB,Cooper,Rush,DAL,4600,TB@DAL
QB,Trey,Lance,DAL,4200,TB@DAL
QB,Derek,Carr,NO,4600,NO@GB
QB,Jake,Haener,NO,4200,NO@GB
QB,Spencer,Rattler,NO,4200,NO@GB
QB,Jordan,Love,GB,5800,NO@GB
