season,week,gameday,weekday,away_team,home_team
2026,7,2026-10-25,Sunday,GB,DET
2026,7,2026-10-25,Sunday,LA,LV
2026,7,2026-10-25,Sunday,KC,SEA
2026,7,2026-10-26,Monday,DAL,PHI
2026,8,2026-10-29,Thursday,CAR,GB
2026,8,2026-11-01,Sunday,BAL,BUF
2026,8,2026-11-01,Sunday,TEN,CIN
2026,8,2026-11-01,Sunday,ARI,DAL
2026,8,2026-11-01,Sunday,MIN,DET
2026,8,2026-11-01,Sunday,IND,JAX
2026,8,2026-11-01,Sunday,LV,NYJ
2026,8,2026-11-01,Sunday,CLE,PIT
2026,8,2026-11-01,Sunday,ATL,TB
2026,8,2026-11-01,Sunday,LAC,LA
2026,8,2026-11-01,Sunday,KC,DEN
2026,8,2026-11-01,Sunday,NE,MIA
2026,8,2026-11-01,Sunday,PHI,WAS
2026,8,2026-11-02,Monday,CHI,SEA
2026,9,2026-11-05,Thursday,JAX,BAL
2026,9,2026-11-08,Sunday,CIN,ATL
2026,9,2026-11-08,Sunday,DEN,CAR
2026,9,2026-11-08,Sunday,DAL,IND
2026,9,2026-11-08,Sunday,NYJ,KC
2026,9,2026-11-08,Sunday,DET,MIA
2026,9,2026-11-08,Sunday,CLE,NO
2026,9,2026-11-08,Sunday,NYG,PHI
2026,9,2026-11-08,Sunday,LA,WAS
2026,9,2026-11-08,Sunday,HOU,LAC
2026,9,2026-11-08,Sunday,LV,SF
2026,9,2026-11-08,Sunday,GB,NE
2026,9,2026-11-08,Sunday,ARI,SEA
2026,9,2026-11-08,Sunday,TB,CHI
2026,9,2026-11-09,Monday,BUF,MIN
2026,10,2026-11-12,Thursday,WAS,NYG
2026,10,2026-11-15,Sunday,NE,DET
2026,10,2026-11-15,Sunday,KC,ATL
2026,10,2026-11-15,Sunday,HOU,CLE
2026,10,2026-11-15,Sunday,MIN,GB
2026,10,2026-11-15,Sunday,MIA,IND
2026,10,2026-11-15,Sunday,CAR,NO
2026,10,2026-11-15,Sunday,BUF,NYJ
2026,10,2026-11-15,Sunday,JAX,TEN
2026,10,2026-11-15,Sunday,LA,ARI
2026,10,2026-11-15,Sunday,SEA,LV
2026,10,2026-11-15,Sunday,SF,DAL
2026,10,2026-11-15,Sunday,PIT,CIN
2026,10,2026-11-16,Monday,LAC,BAL
2026,11,2026-11-19,Thursday,IND,HOU
2026,11,2026-11-22,Sunday,MIA,BUF
2026,11,2026-11-22,Sunday,BAL,CAR
2026,11,2026-11-22,Sunday,NO,CHI
2026,11,2026-11-22,Sunday,TEN,DAL
2026,11,2026-11-22,Sunday,TB,DET
2026,11,2026-11-22,Sunday,ARI,KC
2026,11,2026-11-22,Sunday,JAX,NYG
2026,11,2026-11-22,Sunday,NYJ,LAC
2026,11,2026-11-22,Sunday,LV,DEN
2026,11,2026-11-22,Sunday,PIT,PHI
2026,11,2026-11-22,Sunday,MIN,SF
2026,11,2026-11-23,Monday,CIN,WAS
2026,12,2026-11-25,Wednesday,GB,LA
2026,12,2026-11-26,Thursday,CHI,DET
2026,12,2026-11-26,Thursday,PHI,DAL
2026,12,2026-11-26,Thursday,KC,BUF
2026,12,2026-11-27,Friday,DEN,PIT
2026,12,2026-11-29,Sunday,NO,CIN
2026,12,2026-11-29,Sunday,LV,CLE
2026,12,2026-11-29,Sunday,BAL,HOU
2026,12,2026-11-29,Sunday,NYG,IND
2026,12,2026-11-29,Sunday,NYJ,MIA
2026,12,2026-11-29,Sunday,ATL,MIN
2026,12,2026-11-29,Sunday,TEN,JAX
2026,12,2026-11-29,Sunday,WAS,ARI
2026,12,2026-11-29,Sunday,SEA,SF
2026,12,2026-11-29,Sunday,NE,LAC
2026,12,2026-11-30,Monday,CAR,TB
2026,13,2026-12-03,Thursday,KC,LA
2026,13,2026-12-06,Sunday,DET,ATL
2026,13,2026-12-06,Sunday,JAX,CHI
2026,13,2026-12-06,Sunday,CIN,CLE
2026,13,2026-12-06,Sunday,GB,NO
2026,13,2026-12-06,Sunday,SF,NYG
2026,13,2026-12-06,Sunday,LAC,TB
2026,13,2026-12-06,Sunday,WAS,TEN
2026,13,2026-12-06,Sunday,PHI,ARI
2026,13,2026-12-06,Sunday,MIA,DEN
2026,13,2026-12-06,Sunday,CAR,MIN
2026,13,2026-12-06,Sunday,BUF,NE
2026,13,2026-12-06,Sunday,HOU,PIT
2026,13,2026-12-07,Monday,DAL,SEA
2026,14,2026-12-10,Thursday,MIN,NE
2026,14,2026-12-13,Sunday,TB,BAL
2026,14,2026-12-13,Sunday,NO,CAR
2026,14,2026-12-13,Sunday,ATL,CLE
2026,14,2026-12-13,Sunday,TEN,DET
2026,14,2026-12-13,Sunday,CHI,MIA
2026,14,2026-12-13,Sunday,DEN,NYJ
2026,14,2026-12-13,Sunday,IND,PHI
2026,14,2026-12-13,Sunday,HOU,WAS
2026,14,2026-12-13,Sunday,LAC,LV
2026,14,2026-12-13,Sunday,KC,CIN
2026,14,2026-12-13,Sunday,NYG,SEA
2026,14,2026-12-13,Sunday,LA,SF
2026,14,2026-12-13,Sunday,BUF,GB
2026,14,2026-12-14,Monday,PIT,JAX
2026,15,2026-12-17,Thursday,SF,LAC
2026,15,2026-12-19,Saturday,SEA,PHI
2026,15,2026-12-19,Saturday,CHI,BUF
2026,15,2026-12-20,Sunday,CIN,CAR
2026,15,2026-12-20,Sunday,MIA,GB
2026,15,2026-12-20,Sunday,JAX,HOU
2026,15,2026-12-20,Sunday,CLE,NYG
2026,15,2026-12-20,Sunday,BAL,PIT
2026,15,2026-12-20,Sunday,NO,TB
2026,15,2026-12-20,Sunday,IND,TEN
2026,15,2026-12-20,Sunday,ATL,WAS
2026,15,2026-12-20,Sunday,NYJ,ARI
2026,15,2026-12-20,Sunday,DAL,LA
2026,15,2026-12-20,Sunday,DEN,LV
2026,15,2026-12-20,Sunday,DET,MIN
2026,15,2026-12-21,Monday,NE,KC
2026,16,2026-12-24,Thursday,HOU,PHI
2026,16,2026-12-25,Friday,GB,CHI
2026,16,2026-12-25,Friday,BUF,DEN
2026,16,2026-12-25,Friday,LA,SEA
2026,16,2026-12-27,Sunday,TB,ATL
2026,16,2026-12-27,Sunday,CLE,BAL
2026,16,2026-12-27,Sunday,CIN,IND
2026,16,2026-12-27,Sunday,LAC,MIA
2026,16,2026-12-27,Sunday,WAS,MIN
2026,16,2026-12-27,Sunday,ARI,NO
2026,16,2026-12-27,Sunday,NE,NYJ
2026,16,2026-12-27,Sunday,CAR,PIT
2026,16,2026-12-27,Sunday,TEN,LV
2026,16,2026-12-27,Sunday,SF,KC
2026,16,2026-12-27,Sunday,JAX,DAL
2026,16,2026-12-28,Monday,NYG,DET
2026,17,2026-12-31,Thursday,BAL,CIN
2026,17,2027-01-03,Sunday,NO,ATL
2026,17,2027-01-03,Sunday,SEA,CAR
2026,17,2027-01-03,Sunday,IND,CLE
2026,17,2027-01-03,Sunday,NYG,DAL
2026,17,2027-01-03,Sunday,WAS,JAX
2026,17,2027-01-03,Sunday,KC,LAC
2026,17,2027-01-03,Sunday,BUF,MIA
2026,17,2027-01-03,Sunday,DEN,NE
2026,17,2027-01-03,Sunday,MIN,NYJ
2026,17,2027-01-03,Sunday,LA,TB
2026,17,2027-01-03,Sunday,PIT,TEN
2026,17,2027-01-03,Sunday,LV,ARI
2026,17,2027-01-03,Sunday,DET,CHI
2026,17,2027-01-03,Sunday,PHI,SF
2026,17,2027-01-04,Monday,HOU,GB
2026,18,2027-01-10,Sunday,SF,ARI
2026,18,2027-01-10,Sunday,PIT,BAL
2026,18,2027-01-10,Sunday,NYJ,BUF
2026,18,2027-01-10,Sunday,ATL,CAR
2026,18,2027-01-10,Sunday,CLE,CIN
2026,18,2027-01-10,Sunday,LAC,DEN
2026,18,2027-01-10,Sunday,DET,GB
2026,18,2027-01-10,Sunday,TEN,HOU
2026,18,2027-01-10,Sunday,JAX,IND
2026,18,2027-01-10,Sunday,LV,KC
2026,18,2027-01-10,Sunday,SEA,LA
2026,18,2027-01-10,Sunday,CHI,MIN
2026,18,2027-01-10,Sunday,MIA,NE
2026,18,2027-01-10,Sunday,TB,NO
2026,18,2027-01-10,Sunday,PHI,NYG
2026,18,2027-01-10,Sunday,DAL,WAS
