Position,First Name,Last Name,Team,Salary,Game
QB,Tyson,Bagent,CHI,4200,CHI@DET
QB,Caleb,Williams,CHI,5000,CHI@DET
QB,Jared,Goff,DET,5200,CHI@DET
QB,Hendon,Hooker,DET,4200,CHI@DET
QB,Drew,Lock,NYG,4200,NYG@DAL
QB,Tommy,DeVito,NYG,4200,NYG@DAL
QB,Cooper,Rush,DAL,4200,NYG@DAL
QB,Trey,Lance,DAL,4200,NYG@DAL
QB,Tim,Boyle,NYG,4200,NYG@DAL
QB,Tua,Tagovailoa,MIA,5600,MIA@GB
QB,Skylar,Thompson,MIA,4200,MIA@GB
QB,Jordan,Love,GB,5200,MIA@GB
QB,Malik,Willis,GB,4200,MIA@GB
QB,Gardner,Minshew II,LV,4200,LV@KC
QB,Desmond,Ridder,LV,4200,LV@KC
QB,Carson,Wentz,KC,4200,LV@KC
QB,Patrick,Mahomes,KC,6400,LV@KC
QB,Aidan,O'Connell,LV,4200,LV@KC
QB,Geno,Smith,SEA,5200,SEA@NYJ
QB,Sam,Howell,SEA,4200,SEA@NYJ
QB,Aaron,Rodgers,NYJ,4600,SEA@NYJ
QB,Tyrod,Taylor,NYJ,4200,SEA@NYJ
QB,Russell,Wilson,PIT,5000,PIT@CIN
QB,Kyle,Allen,PIT,4200,PIT@CIN
QB,Justin,Fields,PIT,4200,PIT@CIN
QB,Jake,Browning,CIN,4200,PIT@CIN
QB,Joe,Burrow,CIN,7200,PIT@CIN
QB,Joe,Flacco,IND,4200,IND@NE
QB,Sam,Ehlinger,IND,4200,IND@NE
QB,Anthony,Richardson,IND,5200,IND@NE
QB,Jacoby,Brissett,NE,4200,IND@NE
QB,Drake,Maye,NE,4800,IND@NE
QB,Joe,Milton III,NE,4200,IND@NE
QB,Kyler,Murray,ARI,6000,ARI@MIN
QB,Clayton,Tune,ARI,4200,ARI@MIN
QB,Nick,Mullens,MIN,4200,ARI@MIN
QB,Sam,Darnold,MIN,5600,ARI@MIN
QB,Brett,Rypien,MIN,4200,ARI@MIN
QB,Mason,Rudolph,TEN,4200,TEN@WAS
QB,Will,Levis,TEN,4200,TEN@WAS
QB,Marcus,Mariota,WAS,4200,TEN@WAS
QB,Jeff,Driskel,WAS,4200,TEN@WAS
QB,Jayden,Daniels,WAS,6600,TEN@WAS
QB,Taylor,Heinicke,LAC,4200,LAC@ATL
QB,Easton,Stick,LAC,4200,LAC@ATL
QB,Justin,Herbert,LAC,5800,LAC@ATL
QB,Kirk,Cousins,ATL,5000,LAC@ATL
QB,Michael,Penix Jr.,ATL,4200,LAC@ATL
QB,Davis,Mills,HOU,4200,HOU@JAC
QB,C.J.,Stroud,HOU,4800,HOU@JAC
QB,C.J.,Beathard,JAC,4200,HOU@JAC
QB,Trevor,Lawrence,JAC,5400,HOU@JAC
QB,Mac,Jones,JAC,4200,HOU@JAC
QB,Baker,Mayfield,TB,6400,TB@CAR
QB,Kyle,Trask,TB,4200,TB@CAR
QB,Andy,Dalton,CAR,4200,TB@CAR
QB,Bryce,Young,CAR,4200,TB@CAR
QB,Matthew,Stafford,LA,5000,LA@NO
QB,Jimmy,Garoppolo,LA,4200,LA@NO
QB,Stetson,Bennett,LA,4200,LA@NO
QB,Derek,Carr,NO,4800,LA@NO
QB,Jake,Haener,NO,4200,LA@NO
QB,Spencer,Rattler,NO,4200,LA@NO
QB,Jalen,Hurts,PHI,7600,PHI@BAL
QB,Kenny,Pickett,PHI,4200,PHI@BAL
QB,Tanner,McKee,PHI,4200,PHI@BAL
QB,Josh,Johnson,BAL,4200,PHI@BAL
QB,Lamar,Jackson,BAL,7800,PHI@BAL
QB,Brandon,Allen,SF,4200,SF@BUF
QB,Joshua,Dobbs,SF,4200,SF@BUF
QB,Brock,Purdy,SF,5800,SF@BUF
QB,Mitchell,Trubisky,BUF,4200,SF@BUF
QB,Josh,Allen,BUF,7200,SF@BUF
QB,Jameis,Winston,CLE,4600,CLE@DEN
QB,Bailey,Zappe,CLE,4200,CLE@DEN
QB,Dorian,Thompson-Robinson,CLE,4200,CLE@DEN
QB,Jarrett,Stidham,DEN,4200,CLE@DEN
QB,Zach,Wilson,DEN,4200,CLE@DEN
QB,Bo,Nix,DEN,6000,CLE@DEN
RB,Travis,Homer,CHI,2200,CHI@DET
RB,D'Andre,Swift,CHI,5600,CHI@DET
RB,Roschon,Johnson,CHI,3000,CHI@DET
RB,David,Montgomery,DET,6000,CHI@DET
RB,Craig,Reynolds,DET,2200,CHI@DET
RB,Jahmyr,Gibbs,DET,7000,CHI@DET
RB,Sione,Vaki,DET,2200,CHI@DET
RB,Devin,Singletary,NYG,2800,NYG@DAL
RB,Eric,Gray,NYG,2200,NYG@DAL
RB,Tyrone,Tracy Jr.,NYG,5000,NYG@DAL
RB,Ezekiel,Elliott,DAL,2200,NYG@DAL
RB,Rico,Dowdle,DAL,4800,NYG@DAL
RB,Deuce,Vaughn,DAL,2200,NYG@DAL
